序号,姓名,势力,军团,所属,所在,身分,官职,忠诚,功绩,统御,武力,智力,政治,魅力,五围和,体力,头像,性别,登场年,出生年,死亡年,死因,血缘,父亲,母亲,配偶,义兄弟,世代,相性,亲近武将,亲近武将,亲近武将,亲近武将,亲近武将,厌恶武将,厌恶武将,厌恶武将,厌恶武将,厌恶武将,登场预定君主,枪兵适性,戟兵适性,弩兵适性,骑兵适性,兵器适性,水军适性,枪兵经验,戟兵经验,弩兵经验,骑兵经验,兵器经验,水军经验,统率经验,武力经验,智力经验,政治经验,魅力经验,统御变动,武力变动,智力变动,政治变动,魅力变动,出身地,特技,舌战得意话题,义理,野望,起用,性格,音声,口调,汉室,战略倾向,地元执着,すけるとん,头盔,面部,上身,披风,护腕,下身,箭袋,パーツ,武器·左,武器·右,马,头像变更年龄,lp124,任务,任务对象,lp140_1,lp140_2,lp140_3,lp140_4,lp140_5,留守Counter,伤病,旧势力,仕官禁止君主,仕官禁止期间,捕虏月数Counter,年初功绩
457,李德林,杨坚,杨坚,汝南,汝南,一般,,120,2000,25,16,86,84,71,282,100,1661,男,150,130,229,自然死,457,,,,,1,13,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,冀州,精妙,故事,普通,普通,名声,小心,小心,普通,普通,中华统一,漫不经心,0,97,5,80,255,107,80,255,255,255,255,255,255,592,,,,,,,,0,健康,,,0,0,0
458,史万岁,杨坚,杨坚,汝南,汝南,一般,,120,2000,89,100,54,33,45,321,100,1664,男,150,130,229,不自然死,458,,,,,1,11,,,,,,,,,,,,Ｂ,Ｓ,Ａ,Ｓ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,威风,时节,情理坚定,普通,实绩,猪突,莽撞,豪放,普通,中华统一,漫不经心,0,85,4,8,4,84,8,255,255,255,1,255,255,656,,,,,,,,0,健康,,,0,0,0
459,韩擒虎,杨坚,杨坚,汝南,汝南,一般,,120,2000,85,83,70,59,59,356,100,1665,男,150,130,229,自然死,459,,,,,1,14,,,,,,贺若弼,,,,,,Ｓ,Ａ,Ｂ,Ｂ,Ｃ,Ｓ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,昂扬,道理,情理坚定,普通,能力,刚胆,刚胆,普通,普通,中华统一,临机应变,0,20,18,94,85,94,94,255,255,255,255,255,255,616,,,,,,,,0,健康,,,0,0,0
460,贺若弼,杨坚,杨坚,汝南,汝南,一般,,120,2000,86,81,85,49,43,344,100,1666,男,150,130,229,不自然死,460,,,,,1,14,,,,,,韩擒虎,,,,,,Ａ,Ａ,Ｓ,Ａ,Ｂ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,司隶,怒发,时节,情理坚定,较高,名声,冷静,冷静,尊大,普通,中华统一,临机应变,0,20,76,76,76,103,103,255,255,255,255,255,255,688,,,,,,,,0,健康,,,0,0,0
461,程昱,曹操,曹操,许昌,许昌,一般,,120,2000,63,59,87,76,44,329,100,106,男,150,130,229,自然死,461,,,,,1,24,,,,,,,,,,,,Ａ,Ｃ,Ｃ,Ｃ,Ａ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,掎角,时节,情理坚定,普通,实绩,刚胆,刚胆,丁宁,普通,中华统一,重视,0,98,20,98,255,98,98,255,255,255,255,255,255,696,,,,,,,,0,健康,,,0,0,0
462,长孙晟,杨坚,杨坚,汝南,汝南,一般,,120,2000,72,78,95,74,75,394,100,1667,男,255,235,334,自然死,382,,,,,8,12,,,,,,,,,,,,Ｂ,Ｂ,Ａ,Ａ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,司隶,射手,道理,情理坚定,普通,能力,刚胆,刚胆,殷勤,普通,地方统一,临机应变,0,20,0,115,255,115,71,20,255,255,255,255,255,624,,,,,,,,0,健康,,,0,0,0
463,杨广,杨坚,杨坚,汝南,汝南,一般,,120,2000,65,63,75,75,34,312,100,1668,男,180,160,259,不自然死,444,杨坚,,,,3,15,,,,,,高熲,贺若弼,,,,,Ｂ,Ｂ,Ｃ,Ｂ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,搬运,时节,无情义,高,任意,猪突,莽撞,尊大,无视,中华统一,漫不经心,0,5,79,68,255,68,68,255,255,255,255,255,255,696,,,,,,,,0,健康,,,0,0,0
464,薛世雄,,,汝南,汝南,未发现,,0,0,71,83,42,54,67,317,100,1669,男,150,130,229,不自然死,464,,,,,1,18,,,,,,,,,,,,Ａ,Ｂ,Ｃ,Ａ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,突袭,时节,情理坚定,普通,实绩,冷静,冷静,普通,普通,地方统一,漫不经心,0,56,79,75,76,112,112,255,255,255,255,255,255,160,,,,,,,,0,健康,,,0,0,0
465,来护兒,,,汝南,汝南,未发现,,0,0,73,80,58,38,61,310,100,1670,男,240,220,319,不自然死,190,,,,,7,18,,,,,,,,,,,,Ｂ,Ｂ,Ｃ,Ｃ,Ｃ,Ｓ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,扬州,强袭,故事,情理坚定,普通,实绩,猪突,莽撞,普通,普通,中华统一,漫不经心,0,24,79,76,103,76,103,255,255,255,255,255,255,112,,,,,,,,0,健康,,,0,0,0
466,徐阶,朱元璋,朱元璋,金陵,金陵,一般,,120,2000,51,45,89,92,75,352,100,1744,男,150,130,229,自然死,466,,,,,1,94,张居正,,,,,高拱,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,扬州,反计,道理,普通,普通,名声,冷静,冷静,丁宁,普通,地方统一,临机应变,0,21,55,88,255,88,88,255,255,255,255,255,255,728,,,,,,,,0,健康,,,0,0,0
467,张须陀,,,汝南,汝南,未发现,,0,0,76,94,45,51,79,345,100,1671,男,150,130,229,不自然死,467,,,,,1,17,罗士信,,,,,,,,,,,Ａ,Ａ,Ｂ,Ｂ,Ａ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,,道理,不会背叛,普通,实绩,刚胆,刚胆,普通,普通,中华统一,临机应变,0,4,25,94,85,94,6,255,255,255,1,255,255,136,,,,,,,,0,健康,,,0,0,0
468,裴仁基,杨坚,杨坚,汝南,汝南,一般,,120,2000,72,80,57,48,54,311,100,1672,男,150,130,229,不自然死,468,,,,,1,30,罗士信,,,,,,,,,,,Ａ,Ａ,Ｃ,Ｂ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,扫荡,道理,普通,普通,实绩,冷静,冷静,普通,普通,地方统一,漫不经心,0,112,80,6,76,93,6,255,255,255,255,255,255,608,,,,,,,,0,健康,,,0,0,0
469,文彦博,赵匡胤,赵匡胤,开封,开封,一般,,120,2000,65,61,76,84,88,374,100,1835,男,150,130,229,自然死,469,,,,,1,63,富弼,司马光,程颢,程颐,,,,,,,,Ｂ,Ｂ,Ａ,Ｃ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,搬运,故事,情理坚定,普通,能力,冷静,冷静,普通,重视,地方统一,重视,0,98,20,89,255,89,89,255,255,255,255,255,255,616,,,,,,,,0,健康,,,0,0,0
470,王世充,,,汝南,汝南,未发现,,0,0,75,65,80,66,44,330,100,1674,男,150,130,229,不自然死,470,,,,,1,19,,,,,,,,,,,,Ａ,Ａ,Ｂ,Ｂ,Ｃ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,祈願,时节,普通,较高,实绩,冷静,冷静,殷勤,普通,地方统一,漫不经心,0,84,79,112,85,121,111,255,255,255,255,255,255,176,,,,,,,,0,健康,,,0,0,0
471,典韦,曹操,曹操,许昌,许昌,一般,,120,2000,56,97,25,21,38,237,100,13,男,150,130,229,不自然死,471,,,,,1,25,曹操,,,,,,,,,,,Ｂ,Ａ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,护卫,故事,不会背叛,较低,能力,猪突,莽撞,普通,普通,地方统一,漫不经心,2,30,30,30,255,30,30,255,255,255,255,255,255,648,,,,,,,,0,健康,,,0,0,0
472,李密,,,汝南,汝南,未发现,,0,0,77,64,83,69,81,374,100,1673,男,195,175,274,不自然死,438,,,,,4,32,秦琼,程知节,,,,,,,,,,Ａ,Ａ,Ａ,Ｂ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,看破,道理,无情义,高,能力,冷静,冷静,普通,普通,中华统一,漫不经心,0,97,93,88,255,88,5,255,255,255,255,255,255,240,,,,,,,,0,健康,,,0,0,0
473,单雄信,,,汝南,汝南,未发现,,0,0,64,90,41,28,57,280,100,1675,男,150,130,229,不自然死,473,,,,,1,24,李绩,,,,,,,,,,,Ａ,Ｂ,Ｃ,Ｂ,Ｃ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,飞将,时节,普通,普通,实绩,猪突,莽撞,豪放,普通,地方统一,漫不经心,0,83,79,60,85,12,60,255,255,255,1,255,255,8,,,,,,,,0,健康,,,0,0,0
474,裴行俨,杨坚,杨坚,汝南,汝南,一般,,120,2000,63,105,37,39,49,293,100,1676,男,165,145,244,不自然死,468,裴仁基,,,,2,36,,,,,,,,,,,,Ｂ,Ａ,Ｃ,Ｂ,Ｃ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,,时节,情理坚定,普通,实绩,刚胆,刚胆,普通,普通,现状维持,漫不经心,0,8,0,8,11,111,8,255,255,255,255,255,255,640,,,,,,,,0,健康,,,0,0,0
475,李世民,李渊,李渊,洛阳,洛阳,一般,,120,2000,104,82,92,97,112,487,100,1677,男,225,207,304,自然死,298,李渊,,,,6,45,房玄龄,长孙无忌,李孝恭,魏征,李绩,,,,,,,Ｓ+10%,Ａ,Ｓ+10%,Ｓ,Ａ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,强运,时节,情理坚定,较高,能力,刚胆,刚胆,威严,重视,中华统一,临机应变,0,21,5,66,255,66,5,255,255,255,255,255,255,760,,,,,,,,0,健康,,,0,0,0
476,李隆基,李渊,李渊,洛阳,洛阳,一般,,120,2000,58,71,82,84,86,381,100,1678,男,270,250,349,自然死,298,,,,,9,45,,,,,,,,,,,,Ｂ,Ａ,Ｂ,Ｃ,Ｃ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,奏乐,道理,情理坚定,普通,能力,冷静,冷静,威严,重视,现状维持,漫不经心,0,21,1,116,255,116,5,255,255,255,255,255,255,760,,,,,,,,0,健康,,,0,0,0
477,李道宗,李渊,李渊,洛阳,洛阳,一般,,120,2000,82,81,63,56,64,346,100,1679,男,225,208,304,自然死,298,,,,,6,45,,,,,,长孙无忌,,,,,,Ａ,Ｂ,Ａ,Ａ,Ｃ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,昂扬,道理,情理坚定,普通,能力,刚胆,刚胆,普通,普通,中华统一,临机应变,0,12,19,112,85,112,8,255,255,255,255,255,255,680,,,,,,,,0,健康,,,0,0,0
478,李孝恭,李渊,李渊,洛阳,洛阳,一般,,120,2000,76,61,69,71,74,351,100,1680,男,225,205,304,自然死,298,,,,,6,45,李世民,,,,,,,,,,,Ａ,Ｂ,Ｂ,Ｃ,Ｂ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,造船,时节,情理坚定,普通,义理,冷静,冷静,普通,普通,地方统一,临机应变,0,5,55,3,112,3,3,255,255,255,255,255,255,624,,,,,,,,0,健康,,,0,0,0
479,董允,,,永安,永安,未发现,,0,0,38,25,69,81,79,292,100,164,男,150,130,229,自然死,479,,,,,1,76,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,荆北,,时节,情理坚定,较低,实绩,小心,小心,丁宁,重视,现状维持,临机应变,0,97,88,89,255,89,89,255,255,255,255,255,255,96,,,,,,,,0,健康,,,0,0,0
480,房玄龄,李渊,李渊,洛阳,洛阳,一般,,120,2000,45,35,97,93,83,353,100,1681,男,150,130,229,自然死,480,,,,,1,46,李世民,杜如晦,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,青徐,百出,故事,情理坚定,普通,能力,小心,小心,丁宁,普通,中华统一,临机应变,0,79,1,79,255,79,79,255,255,255,255,255,255,632,,,,,,,,0,健康,,,0,0,0
481,刘秀,刘秀,刘秀,宛,宛,君主,,120,2000,98,83,90,96,115,482,100,1360,男,210,190,289,自然死,635,,,,,5,70,邓禹,吴汉,来歙,冯异,贾复,王莽,,,,,,Ｓ+10%,Ｓ,Ａ,Ｓ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,荆北,,时节,情理坚定,高,能力,刚胆,刚胆,威严,重视,中华统一,临机应变,0,5,18,70,255,70,5,255,255,255,255,255,255,600,,,,,,,,0,健康,,,0,0,0
482,杜如晦,李渊,李渊,洛阳,洛阳,一般,,120,2000,30,44,96,91,81,342,100,1682,男,150,130,229,自然死,482,,,,,1,46,房玄龄,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,妙计,道理,情理坚定,普通,能力,冷静,冷静,谦逊,普通,州统一,重视,0,80,79,80,255,80,80,255,255,255,255,255,255,744,,,,,,,,0,健康,,,0,0,0
483,长孙无忌,李渊,李渊,洛阳,洛阳,一般,,120,2000,52,58,77,83,72,342,100,1683,男,270,251,349,不自然死,382,长孙晟,,,,9,44,李世民,,,,,武曌,李道宗,,,,,Ｂ,Ｂ,Ｂ,Ｃ,Ｃ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,司隶,秘计,道理,情理坚定,普通,能力,小心,小心,殷勤,普通,地方统一,重视,0,79,79,79,255,79,79,255,255,255,255,255,255,624,,,,,,,,0,健康,,,0,0,0
484,魏征,李渊,李渊,洛阳,洛阳,一般,,120,2000,46,56,88,90,78,358,100,1684,男,150,130,229,自然死,484,,,,,1,41,李世民,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,冀州,明镜,道理,普通,普通,能力,刚胆,刚胆,丁宁,普通,地方统一,重视,0,80,49,80,255,80,80,255,255,255,255,255,255,760,,,,,,,,0,健康,,,0,0,0
485,李靖,李渊,李渊,洛阳,洛阳,一般,,120,2000,112,72,95,72,77,428,100,1685,男,150,130,229,自然死,485,,,,,1,48,,,,,,,,,,,,Ｓ,Ｓ,Ｓ+10%,Ｓ+10%,Ｂ,Ｓ+10%,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,,故事,情理坚定,较高,能力,刚胆,刚胆,普通,普通,中华统一,临机应变,0,75,18,94,76,94,94,255,255,255,255,255,255,624,,,,,,,,0,健康,,,0,0,0
486,李绩,李渊,李渊,洛阳,洛阳,一般,,120,2000,97,69,98,77,89,430,100,1686,男,150,130,229,自然死,486,,,,,1,48,李世民,单雄信,,,,,,,,,,Ａ,Ｓ,Ａ,Ｓ,Ｓ+10%,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,青徐,富豪,道理,不会背叛,普通,义理,冷静,冷静,普通,普通,中华统一,临机应变,0,110,26,115,255,115,115,255,255,255,255,255,255,760,,,,,,,,0,健康,,,0,0,0
487,秦琼,李渊,李渊,洛阳,洛阳,一般,,120,2000,70,97,49,51,63,330,100,1687,男,150,130,229,自然死,487,,,,,1,47,李密,,,,,,,,,,,Ａ,Ａ,Ｃ,Ｂ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,青徐,金刚,道理,情理坚定,普通,实绩,刚胆,刚胆,普通,普通,中华统一,临机应变,0,30,68,93,255,76,6,255,255,255,255,255,255,616,,,,,,,,0,健康,,,0,0,0
488,尉迟恭,李渊,李渊,洛阳,洛阳,一般,,120,2000,72,96,54,46,52,320,100,1688,男,150,130,229,自然死,488,,,,,1,47,,,,,,,,,,,,Ａ,Ｂ,Ｂ,Ａ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,护卫,道理,情理坚定,普通,实绩,刚胆,刚胆,普通,普通,中华统一,漫不经心,0,76,20,6,76,6,6,255,255,255,1,255,255,720,,,,,,,,0,健康,,,0,0,0
489,罗士信,李渊,李渊,洛阳,洛阳,一般,,120,2000,68,98,52,31,69,318,100,1689,男,150,130,229,不自然死,489,,,,,1,41,裴仁基,张须陀,,,,,,,,,,Ｓ,Ｂ,Ｃ,Ｂ,Ａ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,青徐,枪将,时节,不会背叛,普通,实绩,猪突,莽撞,威严,普通,地方统一,重视,0,19,19,0,76,111,8,255,255,255,255,255,255,680,,,,,,,,0,健康,,,0,0,0
490,程知节,李渊,李渊,洛阳,洛阳,一般,,120,2000,73,88,43,50,58,312,100,1690,男,150,130,229,自然死,490,,,,,1,47,李密,,,,,,,,,,,Ａ,Ａ,Ｂ,Ｂ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,青徐,猛者,道理,情理坚定,普通,实绩,猪突,莽撞,豪放,普通,中华统一,重视,0,75,29,27,121,27,27,255,255,255,1,255,255,648,,,,,,,,0,健康,,,0,0,0
491,薛仁贵,李渊,李渊,洛阳,洛阳,一般,,120,2000,89,110,62,58,66,385,100,1691,男,225,205,304,自然死,332,,,,,6,42,,,,,,,,,,,,Ａ,Ｓ,Ａ,Ｓ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,神将,时节,不会背叛,普通,实绩,刚胆,刚胆,豪放,普通,中华统一,临机应变,0,8,6,8,11,44,6,20,255,255,3,255,255,712,,,,,,,,0,健康,,,0,0,0
492,苏定方,李渊,李渊,洛阳,洛阳,一般,,120,2000,96,89,68,65,70,388,100,1692,男,150,130,229,自然死,492,,,,,1,42,裴行俭,,,,,,,,,,,Ｓ,Ｓ,Ａ,Ｓ+10%,Ｂ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,冀州,驱逐,道理,情理坚定,普通,能力,刚胆,刚胆,普通,普通,中华统一,临机应变,0,85,75,85,85,112,112,255,255,255,255,255,255,616,,,,,,,,0,健康,,,0,0,0
493,王霸,刘秀,刘秀,宛,宛,一般,,120,2000,78,80,62,60,69,349,100,1373,男,150,130,229,自然死,493,,,,,1,72,,,,,,,,,,,,Ｂ,Ｓ,Ｂ,Ｂ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,沉著,时节,情理坚定,普通,实绩,冷静,冷静,普通,重视,中华统一,临机应变,0,75,27,74,255,75,74,255,255,255,255,255,255,616,,,,,,,,0,健康,,,0,0,0
494,刘仁轨,李渊,李渊,洛阳,洛阳,一般,,120,2000,87,68,71,80,75,381,100,1693,男,150,130,229,自然死,494,,,,,1,46,,,,,,,,,,,,Ｂ,Ｂ,Ａ,Ｂ,Ａ,Ｓ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,火攻,时节,情理坚定,普通,实绩,刚胆,刚胆,普通,普通,中华统一,临机应变,0,7,44,98,255,80,80,255,255,255,255,255,255,744,,,,,,,,0,健康,,,0,0,0
495,裴行俭,李渊,李渊,洛阳,洛阳,一般,,120,2000,93,57,91,83,76,400,100,1694,男,165,146,244,自然死,468,裴仁基,,,,2,41,苏定方,,,,,,,,,,,Ｓ,Ａ,Ａ,Ｓ,Ａ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,,故事,情理坚定,普通,能力,冷静,冷静,普通,普通,地方统一,临机应变,0,84,47,112,4,0,112,255,255,255,255,255,255,624,,,,,,,,0,健康,,,0,0,0
496,狄仁傑,李渊,李渊,洛阳,洛阳,一般,,120,2000,55,46,86,92,94,373,100,1410,男,150,130,229,自然死,496,,,,,1,46,武曌,,,,,,,,,,,Ｃ,Ｂ,Ｃ,Ｃ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,洞察,道理,不会背叛,普通,义理,刚胆,刚胆,普通,普通,中华统一,临机应变,0,98,79,98,255,98,98,255,255,255,255,255,255,760,,,,,,,,0,健康,,,0,0,0
497,张九龄,李渊,李渊,洛阳,洛阳,一般,,120,2000,16,22,76,87,79,280,100,1699,男,240,220,319,自然死,142,,,,,7,48,李泌,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,荆南,诗想,故事,情理坚定,普通,能力,刚胆,刚胆,普通,重视,现状维持,重视,0,79,79,80,255,80,80,255,255,255,255,255,255,704,,,,,,,,0,健康,,,0,0,0
498,姚崇,李渊,李渊,洛阳,洛阳,一般,,120,2000,54,52,88,96,62,352,100,1697,男,150,130,229,自然死,498,,,,,1,47,,,,,,,,,,,,Ｃ,Ｃ,Ｂ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,能吏,时节,情理坚定,普通,能力,冷静,冷静,尊大,普通,中华统一,临机应变,0,21,75,79,255,79,79,255,255,255,255,255,255,752,,,,,,,,0,健康,,,0,0,0
499,宋璟,李渊,李渊,洛阳,洛阳,一般,,120,2000,37,42,83,95,87,344,100,1698,男,150,130,229,自然死,499,,,,,1,47,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,冀州,仁政,道理,情理坚定,普通,义理,刚胆,刚胆,普通,重视,中华统一,重视,0,21,75,97,255,97,97,255,255,255,255,255,255,744,,,,,,,,0,健康,,,0,0,0
500,王忠嗣,李渊,李渊,洛阳,洛阳,一般,,120,2000,91,86,75,59,73,384,100,1309,男,150,130,229,自然死,500,,,,,1,44,哥舒翰,李光弼,,,,安禄山,,,,,,Ａ,Ａ,Ａ,Ｓ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,繁殖,道理,不会背叛,较低,义理,刚胆,刚胆,丁宁,重视,中华统一,临机应变,0,75,25,103,76,103,4,255,255,255,255,255,255,744,,,,,,,,0,健康,,,0,0,0
501,杜预,司马懿,司马懿,寿春,寿春,一般,,120,2000,86,35,84,84,81,370,100,191,男,150,130,229,自然死,501,,,,,1,28,,,,,,,,,,,,Ａ,Ｂ,Ｓ,Ｃ,Ｓ,Ｓ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,推进,故事,情理坚定,普通,能力,刚胆,刚胆,丁宁,普通,中华统一,临机应变,0,102,119,124,255,124,124,255,255,255,255,255,255,616,,,,,,,,0,健康,,,0,0,0
502,高仙芝,,,洛阳,洛阳,未发现,,0,0,83,83,61,31,43,301,100,1700,男,150,130,229,不自然死,502,,,,,1,40,封常清,,,,,,,,,,,Ｂ,Ｂ,Ａ,Ａ,Ａ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,强行,道理,情理坚定,普通,能力,猪突,莽撞,普通,普通,中华统一,临机应变,0,120,124,2,255,2,2,20,255,255,255,255,255,232,,,,,,,,0,健康,,,0,0,0
503,封常清,,,洛阳,洛阳,未发现,,0,0,78,59,74,57,56,324,100,1701,男,150,130,229,不自然死,503,,,,,1,40,高仙芝,,,,,,,,,,,Ｂ,Ｂ,Ａ,Ａ,Ａ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,,道理,情理坚定,普通,能力,刚胆,刚胆,普通,普通,地方统一,临机应变,0,124,125,125,255,125,125,255,255,255,255,255,255,80,,,,,,,,0,健康,,,0,0,0
504,哥舒翰,,,洛阳,洛阳,未发现,,0,0,73,91,62,38,42,306,100,1702,男,150,130,229,不自然死,504,,,,,1,40,王忠嗣,,,,,,,,,,,Ｓ,Ｂ,Ｂ,Ｂ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,,道理,普通,普通,实绩,猪突,莽撞,普通,普通,地方统一,漫不经心,0,19,79,30,255,30,4,255,255,255,255,255,255,56,,,,,,,,0,健康,,,0,0,0
505,秦良玉,,,金陵,金陵,未发现,,0,0,80,79,70,66,82,377,100,1760,女,150,130,229,自然死,505,,,,,1,88,,,,,,,,,,,,Ｓ,Ｓ,Ａ,Ｂ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,益州,昂扬,道理,不会背叛,普通,义理,刚胆,刚胆莽撞,普通,重视,中华统一,重视,1,78,17,96,78,78,78,255,255,255,255,255,255,208,,,,,,,,0,健康,,,0,0,0
506,郭子仪,李渊,李渊,洛阳,洛阳,一般,,120,2000,92,82,75,67,97,413,100,1703,男,150,130,229,自然死,506,,,,,1,46,,,,,,,,,,,,Ｓ,Ｓ,Ａ,Ａ,Ｂ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,攻心,故事,不会背叛,普通,能力,冷静,冷静,丁宁,重视,中华统一,临机应变,0,115,38,112,11,112,112,255,255,255,255,255,255,632,,,,,,,,0,健康,,,0,0,0
507,李光弼,李渊,李渊,洛阳,洛阳,一般,,120,2000,94,81,84,58,58,375,100,1704,男,150,130,229,自然死,507,,,,,1,42,王忠嗣,,,,,,,,,,,Ａ,Ｂ,Ｓ,Ｓ,Ｓ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,弓将,道理,情理坚定,普通,能力,刚胆,刚胆,普通,普通,中华统一,临机应变,0,112,71,112,94,111,8,20,255,255,255,255,255,744,,,,,,,,0,健康,,,0,0,0
